gene	cls	ensembl_id	is_ohnolog_strict	is_ohnolog_interm	is_ohnolog_relaxed	n_ohnolog_partners	ohnolog_dup_time	youngest_node_rank	youngest_paralog_node	n_paralogs	has_2R_window_paralog	dup_mode	age_category
LHX9	singleton	ENSG00000143355	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HLX	singleton	ENSG00000136630	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
MIXL1	singleton	ENSG00000185155	False	False	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
MKX	singleton	ENSG00000150051	False	False	False	0		18.0	Bilateria	6	False	SSD_dispersed	pre2R_ancient
DRGX	singleton	ENSG00000165606	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
HHEX	singleton	ENSG00000152804	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
NKX2-3	singleton	ENSG00000119919	True	True	True	2	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
PITX3	singleton	ENSG00000107859	True	True	True	2	Older	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
VAX1	singleton	ENSG00000148704	False	False	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
EMX2	singleton	ENSG00000170370	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
NKX1-2	singleton	ENSG00000229544	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
NKX6-2	singleton	ENSG00000148826	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
VENTX	singleton	ENSG00000151650	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
DBX1	singleton	ENSG00000109851	True	True	True	1	Vertebrata	17.0	Chordata	3	False	WGD_ohnolog	pre2R_ancient
ALX4	singleton	ENSG00000052850	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PHOX2A	singleton	ENSG00000165462	False	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
BSX	singleton	ENSG00000188909	False	False	False	0		18.0	Bilateria	9	False	SSD_dispersed	pre2R_ancient
PKNOX2	singleton	ENSG00000165495	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
BARX2	singleton	ENSG00000043039	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
DBX2	singleton	ENSG00000185610	True	True	True	1	Vertebrata	17.0	Chordata	3	False	WGD_ohnolog	pre2R_ancient
ALX1	singleton	ENSG00000180318	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
LHX5	singleton	ENSG00000089116	False	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HNF1A	singleton	ENSG00000135100	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ANHX	singleton	ENSG00000227059	False	False	False	0		18.0	Bilateria	6	False	SSD_dispersed	pre2R_ancient
HOMEZ	singleton	ENSG00000215271	False	False	False	0		16.0	Vertebrata	3	True	SSD_dispersed	2R_vertebrata
ZFHX2	singleton	ENSG00000136367	False	False	True	2	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
OTX2	singleton	ENSG00000165588	True	True	True	2	Older	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
VSX2	singleton	ENSG00000119614	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
GSC	singleton	ENSG00000133937	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
NANOGP8	singleton	ENSG00000255192	False	False	False	0		3.0	Hominoidea	9	False	SSD_dispersed	post2R_young
MEIS2	singleton	ENSG00000134138	False	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
ISL2	singleton	ENSG00000159556	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
SEBOX	singleton	ENSG00000274529	False	False	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
LHX1	singleton	ENSG00000273706	False	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
HNF1B	singleton	ENSG00000275410	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
MEOX1	singleton	ENSG00000005102	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
TGIF1	singleton	ENSG00000177426	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
RAX	singleton	ENSG00000134438	False	False	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
ADNP2	singleton	ENSG00000101544	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
RAX2	singleton	ENSG00000173976	False	False	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PBX4	singleton	ENSG00000105717	True	True	True	3	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
LEUTX	singleton	ENSG00000213921	False	False	False	0		17.0	Chordata	3	False	SSD_dispersed	pre2R_ancient
SIX5	singleton	ENSG00000177045	True	True	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
MEIS3	singleton	ENSG00000105419	True	True	True	1	Vertebrata	2.0	Hominidae	13	False	WGD_ohnolog	post2R_young
DPRX	singleton	ENSG00000204595	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
DUXA	singleton	ENSG00000258873	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
OTX1	singleton	ENSG00000115507	True	True	True	2	Older	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
MEIS1	singleton	ENSG00000143995	True	True	True	2	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
VAX2	singleton	ENSG00000116035	False	False	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
EMX1	singleton	ENSG00000135638	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
NOTO	singleton	ENSG00000214513	False	False	False	0		15.0	Euteleostomi	1	True	SSD_dispersed	2R_vertebrata
LBX2	singleton	ENSG00000179528	True	True	True	1	Vertebrata	18.0	Bilateria	1	False	WGD_ohnolog	pre2R_ancient
TLX2	singleton	ENSG00000115297	True	True	True	2	Vertebrata	18.0	Bilateria	42	False	WGD_ohnolog	pre2R_ancient
EN1	singleton	ENSG00000163064	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
EVX2	singleton	ENSG00000174279	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
GBX2	singleton	ENSG00000168505	False	False	False	0		16.0	Vertebrata	1	True	SSD_dispersed	2R_vertebrata
VSX1	singleton	ENSG00000100987	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
TGIF2	singleton	ENSG00000118707	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
ZHX3	singleton	ENSG00000174306	False	False	False	0		16.0	Vertebrata	3	True	SSD_dispersed	2R_vertebrata
ADNP	singleton	ENSG00000101126	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
PKNOX1	singleton	ENSG00000160199	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
GSC2	singleton	ENSG00000063515	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
ISX	singleton	ENSG00000175329	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
HESX1	singleton	ENSG00000163666	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
ARGFX	singleton	ENSG00000186103	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
SHOX2	singleton	ENSG00000168779	False	False	True	1	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
NKX1-1	singleton	ENSG00000235608	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
MSX1	singleton	ENSG00000163132	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
HMX1	singleton	ENSG00000215612	True	True	True	2	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
NKX3-2	singleton	ENSG00000109705	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
PHOX2B	singleton	ENSG00000109132	False	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
GSX2	singleton	ENSG00000180613	True	True	True	1	Vertebrata	18.0	Bilateria	42	False	WGD_ohnolog	pre2R_ancient
NKX6-1	singleton	ENSG00000163623	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
PITX2	singleton	ENSG00000164093	True	True	True	2	Older	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
DUX4	singleton	ENSG00000260596	False	False	False	0		0.0	Homo sapiens	51	False	SSD_dispersed	post2R_young
ISL1	singleton	ENSG00000016082	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
OTP	singleton	ENSG00000171540	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
PITX1	singleton	ENSG00000069011	True	True	True	2	Bilateria	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
CDX1	singleton	ENSG00000113722	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
TLX3	singleton	ENSG00000164438	True	True	True	2	Vertebrata	18.0	Bilateria	42	False	WGD_ohnolog	pre2R_ancient
NKX2-5	singleton	ENSG00000183072	True	True	True	2	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
MSX2	singleton	ENSG00000120149	False	False	False	0		18.0	Bilateria	1	False	SSD_dispersed	pre2R_ancient
PROP1	singleton	ENSG00000175325	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
PBX2	singleton	ENSG00000204304	True	True	True	3	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
UNCX	singleton	ENSG00000164853	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
MEOX2	singleton	ENSG00000106511	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
EVX1	singleton	ENSG00000106038	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
NOBOX	singleton	ENSG00000106410	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
GBX1	singleton	ENSG00000164900	False	False	False	0		16.0	Vertebrata	1	True	SSD_dispersed	2R_vertebrata
EN2	singleton	ENSG00000164778	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
MNX1	singleton	ENSG00000130675	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
HMBOX1	singleton	ENSG00000147421	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
NKX6-3	singleton	ENSG00000165066	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
ZHX2	singleton	ENSG00000178764	False	False	False	0		16.0	Vertebrata	2	True	SSD_dispersed	2R_vertebrata
ZHX1	singleton	ENSG00000165156	False	False	False	0		16.0	Vertebrata	2	True	SSD_dispersed	2R_vertebrata
BARX1	singleton	ENSG00000131668	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
LHX6	singleton	ENSG00000106852	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
LHX2	singleton	ENSG00000106689	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
PBX3	singleton	ENSG00000167081	True	True	True	3	Vertebrata	15.0	Euteleostomi	13	True	WGD_ohnolog	2R_vertebrata
LMX1B	singleton	ENSG00000136944	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
PRRX2	singleton	ENSG00000167157	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
BARHL1	singleton	ENSG00000125492	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
LHX3	singleton	ENSG00000107187	True	True	True	1	Vertebrata	18.0	Bilateria	20	False	WGD_ohnolog	pre2R_ancient
SHOX	singleton	ENSG00000185960	False	False	True	1	Vertebrata	18.0	Bilateria	50	False	WGD_ohnolog	pre2R_ancient
ARX	singleton	ENSG00000004848	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
CDX4	singleton	ENSG00000131264	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
HDX	singleton	ENSG00000165259	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
TGIF2LX	singleton	ENSG00000153779	False	False	False	0		5.0	Simiiformes	13	False	SSD_dispersed	post2R_young
ESX1	singleton	ENSG00000123576	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
TGIF2LY	singleton	ENSG00000176679	False	False	False	0		5.0	Simiiformes	13	False	SSD_dispersed	post2R_young
POU3F1	singleton	ENSG00000185668	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU2F1	singleton	ENSG00000143190	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU2F3	singleton	ENSG00000137709	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU6F1	singleton	ENSG00000184271	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
POU4F1	singleton	ENSG00000152192	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU2F2	singleton	ENSG00000028277	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU3F3	singleton	ENSG00000198914	True	True	True	1	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU1F1	singleton	ENSG00000064835	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
POU4F2	singleton	ENSG00000151615	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU5F2	singleton	ENSG00000248483	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
POU4F3	singleton	ENSG00000091010	True	True	True	2	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU5F1	singleton	ENSG00000204531	False	False	False	0		2.0	Hominidae	17	False	SSD_dispersed	post2R_young
POU3F2	singleton	ENSG00000184486	False	False	True	1	Vertebrata	18.0	Bilateria	17	False	WGD_ohnolog	pre2R_ancient
POU6F2	singleton	ENSG00000106536	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
POU5F1B	singleton	ENSG00000212993	False	False	False	0		2.0	Hominidae	17	False	SSD_dispersed	post2R_young
POU3F4	singleton	ENSG00000196767	False	False	False	0		18.0	Bilateria	17	False	SSD_dispersed	pre2R_ancient
PAX7	singleton	ENSG00000009709	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX2	singleton	ENSG00000075891	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX6	singleton	ENSG00000007372	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
PAX3	singleton	ENSG00000135903	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX4	singleton	ENSG00000106331	False	False	False	0		18.0	Bilateria	51	False	SSD_dispersed	pre2R_ancient
IRF6	singleton	ENSG00000117595	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
IRF7	singleton	ENSG00000185507	False	True	True	2	Vertebrata	17.0	Chordata	8	False	WGD_ohnolog	pre2R_ancient
IRF9	singleton	ENSG00000213928	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
IRF8	singleton	ENSG00000140968	False	True	True	2	Vertebrata	17.0	Chordata	8	False	WGD_ohnolog	pre2R_ancient
IRF3	singleton	ENSG00000126456	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
IRF2	singleton	ENSG00000168310	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
IRF1	singleton	ENSG00000125347	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
IRF4	singleton	ENSG00000137265	False	True	True	2	Vertebrata	17.0	Chordata	8	False	WGD_ohnolog	pre2R_ancient
IRF5	singleton	ENSG00000128604	False	False	False	0		17.0	Chordata	8	False	SSD_dispersed	pre2R_ancient
MSANTD1	singleton	ENSG00000188981	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MSANTD3	singleton	ENSG00000066697	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
NAIF1	singleton	ENSG00000171169	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MEF2D	singleton	ENSG00000116604	True	True	True	4	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
MEF2A	singleton	ENSG00000068305	True	True	True	4	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
MEF2C	singleton	ENSG00000081189	True	True	True	4	Vertebrata	19.0	Opisthokonta	4	False	WGD_ohnolog	pre2R_ancient
SRF	singleton	ENSG00000112658	False	False	False	0		19.0	Opisthokonta	4	False	SSD_dispersed	pre2R_ancient
SETDB1	singleton	ENSG00000143379	False	False	False	0		19.0	Opisthokonta	19	False	SSD_dispersed	pre2R_ancient
MBD6	singleton	ENSG00000166987	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
SETDB2	singleton	ENSG00000136169	False	False	False	0		19.0	Opisthokonta	19	False	SSD_dispersed	pre2R_ancient
MBD2	singleton	ENSG00000134046	True	True	True	6	Vertebrata	16.0	Vertebrata	8	True	WGD_ohnolog	2R_vertebrata
MBD3	singleton	ENSG00000071655	True	True	True	6	Vertebrata	16.0	Vertebrata	8	True	WGD_ohnolog	2R_vertebrata
PIN1	singleton	ENSG00000127445	False	False	False	0		19.0	Opisthokonta	1	False	SSD_dispersed	pre2R_ancient
BAZ2B	singleton	ENSG00000123636	True	True	True	1	Vertebrata	19.0	Opisthokonta	11	False	WGD_ohnolog	pre2R_ancient
MBD4	singleton	ENSG00000129071	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
BAZ2A	singleton	ENSG00000076108	True	True	True	1	Vertebrata	19.0	Opisthokonta	11	False	WGD_ohnolog	pre2R_ancient
MECP2	singleton	ENSG00000169057	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
MYSM1	singleton	ENSG00000162601	False	True	True	1	Vertebrata	19.0	Opisthokonta	3	False	WGD_ohnolog	pre2R_ancient
ZZZ3	singleton	ENSG00000036549	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MSANTD4	singleton	ENSG00000170903	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TERB1	singleton	ENSG00000249961	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TERF2	singleton	ENSG00000132604	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MYPOP	singleton	ENSG00000176182	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MYBL2	singleton	ENSG00000101057	True	True	True	2	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
CDC5L	singleton	ENSG00000096401	False	False	False	0		19.0	Opisthokonta	6	False	SSD_dispersed	pre2R_ancient
MYB	singleton	ENSG00000118513	True	True	True	2	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
DMTF1	singleton	ENSG00000135164	False	False	True	1	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
MYBL1	singleton	ENSG00000185697	True	True	True	2	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
TERF1	singleton	ENSG00000147601	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TTF1	singleton	ENSG00000125482	False	False	True	1	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
SNAPC4	singleton	ENSG00000165684	False	False	False	0		19.0	Opisthokonta	6	False	SSD_dispersed	pre2R_ancient
NFXL1	singleton	ENSG00000170448	False	False	False	0		19.0	Opisthokonta	1	False	SSD_dispersed	pre2R_ancient
NFX1	singleton	ENSG00000086102	False	False	False	0		19.0	Opisthokonta	1	False	SSD_dispersed	pre2R_ancient
MYRF	singleton	ENSG00000124920	False	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
MYRFL	singleton	ENSG00000166268	False	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
RORC	singleton	ENSG00000143365	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR1I3	singleton	ENSG00000143257	False	False	False	0		18.0	Bilateria	18	False	SSD_dispersed	pre2R_ancient
RXRG	singleton	ENSG00000143171	True	True	True	2	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
NR5A2	singleton	ENSG00000116833	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
ESRRG	singleton	ENSG00000196482	True	True	True	2	Vertebrata	16.0	Vertebrata	8	True	WGD_ohnolog	2R_vertebrata
NR1H3	singleton	ENSG00000025434	False	True	True	1	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
ESRRA	singleton	ENSG00000173153	True	True	True	2	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
PGR	singleton	ENSG00000082175	False	True	True	1	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
VDR	singleton	ENSG00000111424	False	False	True	1	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR4A1	singleton	ENSG00000123358	True	True	True	2	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
RARG	singleton	ENSG00000172819	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR2C1	singleton	ENSG00000120798	True	True	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
NR1H4	singleton	ENSG00000012504	False	True	True	1	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
ESR2	singleton	ENSG00000140009	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
ESRRB	singleton	ENSG00000119715	True	True	True	2	Vertebrata	16.0	Vertebrata	8	True	WGD_ohnolog	2R_vertebrata
RORA	singleton	ENSG00000069667	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR2E3	singleton	ENSG00000278570	False	False	False	0		18.0	Bilateria	11	False	SSD_dispersed	pre2R_ancient
NR2F2	singleton	ENSG00000185551	False	False	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
RARA	singleton	ENSG00000131759	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR2F6	singleton	ENSG00000160113	False	False	False	0		18.0	Bilateria	11	False	SSD_dispersed	pre2R_ancient
NR1H2	singleton	ENSG00000131408	False	False	False	0		18.0	Bilateria	18	False	SSD_dispersed	pre2R_ancient
NR4A2	singleton	ENSG00000153234	True	True	True	2	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
HNF4A	singleton	ENSG00000101076	True	True	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
PPARA	singleton	ENSG00000186951	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
PPARG	singleton	ENSG00000132170	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR2C2	singleton	ENSG00000177463	True	True	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
NR1I2	singleton	ENSG00000144852	False	False	True	1	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR3C2	singleton	ENSG00000151623	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
NR2F1	singleton	ENSG00000175745	False	False	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
NR3C1	singleton	ENSG00000113580	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
RXRB	singleton	ENSG00000204231	True	True	True	2	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
PPARD	singleton	ENSG00000112033	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR2E1	singleton	ENSG00000112333	False	False	False	0		18.0	Bilateria	11	False	SSD_dispersed	pre2R_ancient
ESR1	singleton	ENSG00000091831	False	True	True	1	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
HNF4G	singleton	ENSG00000164749	True	True	True	1	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
RORB	singleton	ENSG00000198963	True	True	True	2	Vertebrata	18.0	Bilateria	18	False	WGD_ohnolog	pre2R_ancient
NR4A3	singleton	ENSG00000119508	True	True	True	2	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
RXRA	singleton	ENSG00000186350	True	True	True	2	Vertebrata	18.0	Bilateria	11	False	WGD_ohnolog	pre2R_ancient
AR	singleton	ENSG00000169083	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
PAX9	singleton	ENSG00000198807	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX8	singleton	ENSG00000125618	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX1	singleton	ENSG00000125813	True	True	True	1	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
PAX5	singleton	ENSG00000196092	True	True	True	2	Vertebrata	18.0	Bilateria	51	False	WGD_ohnolog	pre2R_ancient
LCOR	singleton	ENSG00000196233	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
LCORL	singleton	ENSG00000178177	True	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
PROX1	singleton	ENSG00000117707	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
PROX2	singleton	ENSG00000119608	True	True	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
