gene	genomic_class	arrangement	provenance	dup_class4	TF_subfamily	in_lambert	hgnc_locus_type	is_ohnolog	is_ohnolog_relaxed	ohnolog_rescue_via_cluster	cluster_id	n_ohnolog_partners	ohnolog_dup_time	youngest_paralog_node	age_category	hgnc_id	is_IEI	is_IEI_amberplus	is_IEI_monoallelic	lineage	origin_window
PBX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:8633	False	False	False		before_R1
PBX3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		3	Vertebrata	Euteleostomi	2R_vertebrata	HGNC:8634	False	False	False	alpha	before_R1
PBX4	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:13403	False	False	False		before_R1
PHOX2A	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:691	False	False	False	alpha	before_R1
PHOX2B	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9143	False	False	False	alpha	R1_to_R2
PITX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Bilateria	Bilateria	pre2R_ancient	HGNC:9004	False	False	False	beta	R1_to_R2
PITX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Older	Bilateria	pre2R_ancient	HGNC:9005	False	False	False	alpha	after_R2
PITX3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Older	Bilateria	pre2R_ancient	HGNC:9006	False	False	False		after_R2
PKNOX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9022	False	False	False	beta	before_R1
PKNOX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:16714	False	False	False	beta	before_R1
PRRX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9142	False	False	False	alpha	before_R1
PRRX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:21338	False	False	False	alpha	R1_to_R2
RAX	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9438	False	False	False	alpha	after_R2
RAX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:18286	False	False	False	beta	human_only
SEBOX	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:32942	False	False	False	alpha	after_R2
SHOX	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:10853	False	False	False	alpha	R1_to_R2
SHOX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:10854	False	False	False	alpha	R1_to_R2
SIX5	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:10891	False	False	False	alpha	before_R1
TLX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:5057	False	False	False		after_R2
TLX3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:13532	False	False	False	beta	before_R1
VAX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:12660	False	False	False		before_R1
VAX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:12661	False	False	False		before_R1
VSX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata		no_paralog_node	HGNC:12723	False	False	False	alpha	before_R1
VSX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:1975	False	False	False	alpha	R1_to_R2
ZFHX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:20152	False	False	False		before_R1
POU2F1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9212	False	False	False	beta	before_R1
POU2F2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9213	False	False	False		before_R1
POU2F3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:19864	False	False	False	beta	before_R1
POU3F1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9214	False	False	False		before_R1
POU3F2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9215	False	False	False	alpha	before_R1
POU3F3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:9216	False	False	False	alpha	before_R1
POU4F1	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9218	False	False	False	alpha	before_R1
POU4F2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9219	False	False	False		before_R1
POU4F3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; POU	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9220	False	False	False	beta	before_R1
PAX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; Paired box	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:8616	False	False	False	alpha	R1_to_R2
PAX3	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; Paired box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:8617	False	False	False	alpha	after_R2
PAX7	singleton	dispersed	ohnolog	dispersed_ohnolog	Homeodomain; Paired box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:8621	False	False	False	alpha	R1_to_R2
IRF4	singleton	dispersed	ohnolog	dispersed_ohnolog	IRF	True	gene with protein product	True	True	False		2	Vertebrata	Chordata	pre2R_ancient	HGNC:6119	True	True	True	alpha	before_R1
IRF7	singleton	dispersed	ohnolog	dispersed_ohnolog	IRF	True	gene with protein product	True	True	False		2	Vertebrata	Chordata	pre2R_ancient	HGNC:6122	True	True	False		before_R1
IRF8	singleton	dispersed	ohnolog	dispersed_ohnolog	IRF	True	gene with protein product	True	True	False		2	Vertebrata	Chordata	pre2R_ancient	HGNC:5358	True	True	True	alpha	before_R1
MEF2A	singleton	dispersed	ohnolog	dispersed_ohnolog	MADS box	True	gene with protein product	True	True	False		4	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:6993	False	False	False	alpha	R1_to_R2
MEF2C	singleton	dispersed	ohnolog	dispersed_ohnolog	MADS box	True	gene with protein product	True	True	False		4	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:6996	False	False	False	alpha	R1_to_R2
MEF2D	singleton	dispersed	ohnolog	dispersed_ohnolog	MADS box	True	gene with protein product	True	True	False		4	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:6997	False	False	False	beta	R1_to_R2
BAZ2B	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:963	False	False	False	alpha	before_R1
MBD2	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD	True	gene with protein product	True	True	False		6	Vertebrata	Vertebrata	2R_vertebrata	HGNC:6917	False	False	False		before_R1
MBD3	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD	True	gene with protein product	True	True	False		6	Vertebrata	Vertebrata	2R_vertebrata	HGNC:6918	False	False	False	beta	before_R1
MBD4	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:6919	False	False	False		R1_to_R2
BAZ2A	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD; AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:962	False	False	False	beta	before_R1
MECP2	singleton	dispersed	ohnolog	dispersed_ohnolog	MBD; AT hook	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:6990	False	False	False		R1_to_R2
DMTF1	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:14603	False	False	False	alpha	before_R1
MYB	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:7545	False	False	False	alpha	before_R1
MYBL1	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:7547	False	False	False		before_R1
MYBL2	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		2	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:7548	False	False	False	beta	before_R1
MYSM1	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:29401	True	True	False	alpha	R1_to_R2
TTF1	singleton	dispersed	ohnolog	dispersed_ohnolog	Myb/SANT	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11825	False	False	False		before_R1
MYRF	singleton	dispersed	ohnolog	dispersed_ohnolog	Ndt80/PhoG	True	gene with protein product	True	True	False		1	Vertebrata		no_paralog_node	HGNC:1181	False	False	False	alpha	before_R1
MYRFL	singleton	dispersed	ohnolog	dispersed_ohnolog	Ndt80/PhoG	True	gene with protein product	True	True	False		1	Vertebrata		no_paralog_node	HGNC:26316	False	False	False	alpha	before_R1
ESR1	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:3467	False	False	False	alpha	before_R1
ESRRA	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:3471	False	False	False		before_R1
ESRRB	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:3473	False	False	False	alpha	before_R1
ESRRG	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:3474	False	False	False	alpha	before_R1
HNF4A	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:5024	False	False	False	beta	before_R1
HNF4G	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:5026	False	False	False	alpha	before_R1
NR1H3	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7966	False	False	False	alpha	before_R1
NR1H4	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7967	False	False	False	alpha	before_R1
NR1I2	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7968	False	False	False	alpha	before_R1
NR2C1	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7971	False	False	False	alpha	before_R1
NR2C2	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7972	False	False	False	alpha	before_R1
NR2F1	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7975	False	False	False	alpha	before_R1
NR2F2	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7976	False	False	False	alpha	before_R1
NR4A1	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7980	False	False	False		before_R1
NR4A2	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7981	False	False	False	alpha	before_R1
NR4A3	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7982	False	False	False	alpha	before_R1
NR5A2	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7984	False	False	False	alpha	before_R1
PGR	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:8910	False	False	False	alpha	before_R1
PPARA	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9232	False	False	False	beta	before_R1
PPARD	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9235	False	False	False	beta	before_R1
PPARG	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9236	False	False	False	beta	before_R1
RARA	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9864	False	False	False	alpha	before_R1
RARG	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9866	False	False	False		before_R1
RORA	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10258	False	False	False	alpha	before_R1
RORB	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10259	False	False	False	alpha	before_R1
RORC	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10260	True	True	False	beta	before_R1
RXRA	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10477	False	False	False	alpha	before_R1
RXRB	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10478	False	False	False		before_R1
RXRG	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10479	False	False	False	alpha	before_R1
VDR	singleton	dispersed	ohnolog	dispersed_ohnolog	Nuclear receptor	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:12679	False	False	False	alpha	before_R1
PAX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Paired box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:8615	True	True	False	alpha	before_R1
PAX5	singleton	dispersed	ohnolog	dispersed_ohnolog	Paired box	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:8619	False	False	False		after_R2
PAX8	singleton	dispersed	ohnolog	dispersed_ohnolog	Paired box	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:8622	False	False	False		after_R2
PAX9	singleton	dispersed	ohnolog	dispersed_ohnolog	Paired box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:8623	False	False	False	alpha	R1_to_R2
LCOR	singleton	dispersed	ohnolog	dispersed_ohnolog	Pipsqueak	True	gene with protein product	True	True	False		1	Vertebrata		no_paralog_node	HGNC:29503	False	False	False	alpha	after_R2
LCORL	singleton	dispersed	ohnolog	dispersed_ohnolog	Pipsqueak	True	gene with protein product	True	True	False		1	Vertebrata		no_paralog_node	HGNC:30776	False	False	False	alpha	after_R2
PROX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Prospero	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:9459	False	False	False	alpha	before_R1
PROX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Prospero	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:26715	False	False	False	alpha	before_R1
RFX1	singleton	dispersed	ohnolog	dispersed_ohnolog	RFX	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:9982	False	False	False		before_R1
RFX2	singleton	dispersed	ohnolog	dispersed_ohnolog	RFX	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:9983	False	False	False	beta	before_R1
RFX3	singleton	dispersed	ohnolog	dispersed_ohnolog	RFX	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:9984	False	False	False	alpha	before_R1
RFX5	singleton	dispersed	ohnolog	dispersed_ohnolog	RFX	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:9986	True	True	False	beta	before_R1
RFX7	singleton	dispersed	ohnolog	dispersed_ohnolog	RFX	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:25777	False	False	False	alpha	before_R1
NFAT5	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:7774	True	True	True	alpha	before_R1
NFATC1	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	HGNC:7775	False	False	False	alpha	R1_to_R2
NFATC2	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	HGNC:7776	False	False	False	beta	after_R2
NFATC3	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:7777	False	False	False	alpha	R1_to_R2
NFATC4	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		4	Vertebrata	Bilateria	pre2R_ancient	HGNC:7778	False	False	False		after_R2
NFKB1	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7794	True	True	True	alpha	before_R1
NFKB2	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:7795	True	True	True	alpha	before_R1
REL	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9954	True	True	False	alpha	before_R1
RELA	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9955	True	True	True	alpha	before_R1
RELB	singleton	dispersed	ohnolog	dispersed_ohnolog	Rel	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:9956	True	True	False	alpha	before_R1
RUNX1	singleton	dispersed	ohnolog	dispersed_ohnolog	Runt	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10471	False	False	False	alpha	before_R1
RUNX2	singleton	dispersed	ohnolog	dispersed_ohnolog	Runt	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10472	False	False	False	alpha	before_R1
RUNX3	singleton	dispersed	ohnolog	dispersed_ohnolog	Runt	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:10473	False	False	False	beta	before_R1
AIRE	singleton	dispersed	ohnolog	dispersed_ohnolog	SAND	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:360	True	True	True	alpha	after_R2
GMEB1	singleton	dispersed	ohnolog	dispersed_ohnolog	SAND	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:4370	False	False	False	beta	before_R1
GMEB2	singleton	dispersed	ohnolog	dispersed_ohnolog	SAND	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:4371	False	False	False	beta	before_R1
SKOR2	singleton	dispersed	ohnolog	dispersed_ohnolog	SAND	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:32695	False	False	False		R1_to_R2
NFIA	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		3	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7784	False	False	False	alpha	before_R1
NFIB	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		3	Vertebrata	Chordata	pre2R_ancient	HGNC:7785	False	False	False	alpha	before_R1
NFIC	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		3	Vertebrata	Chordata	pre2R_ancient	HGNC:7786	False	False	False	beta	before_R1
NFIX	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		3	Vertebrata	Vertebrata	2R_vertebrata	HGNC:7788	False	False	False		before_R1
SMAD1	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:4162	False	False	False		before_R1
SMAD3	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		1	Vertebrata	Vertebrata	2R_vertebrata	HGNC:6769	False	False	False	alpha	before_R1
SMAD5	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:6771	False	False	False	beta	before_R1
SMAD9	singleton	dispersed	ohnolog	dispersed_ohnolog	SMAD	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:6774	False	False	False	alpha	before_R1
STAT2	singleton	dispersed	ohnolog	dispersed_ohnolog	STAT	True	gene with protein product	True	True	False		5	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11363	True	True	False		before_R1
STAT6	singleton	dispersed	ohnolog	dispersed_ohnolog	STAT	True	gene with protein product	True	True	False		5	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11368	True	True	True		before_R1
EOMES	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:3372	False	False	False	alpha	before_R1
MGA	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:14010	False	False	False	beta	before_R1
T	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:11515	False	False	False		before_R1
TBR1	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:11590	False	False	False		before_R1
TBX19	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		1	Vertebrata	Bilateria	pre2R_ancient	HGNC:11596	False	False	False	alpha	before_R1
TBX21	singleton	dispersed	ohnolog	dispersed_ohnolog	T-box	True	gene with protein product	True	True	False		3	Vertebrata	Bilateria	pre2R_ancient	HGNC:11599	False	False	False		before_R1
TBP	singleton	dispersed	ohnolog	dispersed_ohnolog	TBP	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:11588	False	False	False	alpha	R1_to_R2
TBPL2	singleton	dispersed	ohnolog	dispersed_ohnolog	TBP	True	gene with protein product	True	True	False		1	Vertebrata	Opisthokonta	pre2R_ancient	HGNC:19841	False	False	False		before_R1
TEAD1	singleton	dispersed	ohnolog	dispersed_ohnolog	TEA	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11714	False	False	False	alpha	before_R1
TEAD3	singleton	dispersed	ohnolog	dispersed_ohnolog	TEA	True	gene with protein product	True	True	False		2	Vertebrata	Bilateria	pre2R_ancient	HGNC:11716	False	False	False		before_R1
TEAD4	singleton	dispersed	ohnolog	dispersed_ohnolog	TEA	True	gene with protein product	True	True	False		2	Vertebrata	Vertebrata	2R_vertebrata	HGNC:11717	False	False	False	alpha	before_R1
AHR	singleton	dispersed	ohnolog	dispersed_ohnolog	bHLH	True	gene with protein product	True	True	False		1	Vertebrata	Chordata	pre2R_ancient	HGNC:348	False	False	False	alpha	before_R1
