gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
MYOG	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
MYPOP	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
MYRF	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Ndt80/PhoG	
MYRFL	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Ndt80/PhoG	
MYSM1	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Myb/SANT	
MYT1	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
MYT1L	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	1	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
MZF1	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
NAIF1	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	MADF	
NANOG	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	0	0	0	0	0	1	0	1	1	clustered_SSD_tandem	SSD	clustered	Homeodomain	clust0042
NANOGNB	before_R1	celegans	Protostomia	4	True	False	True	0	1	1	0	1	0	0	0	0	1	0	0	0	clustered_SSD_tandem	SSD	clustered	Homeodomain	clust0042
NANOGP8	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	1	0	0	0	0	1	0	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NCOA1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	0	1	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
NCOA2	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NCOA3	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROD1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
NEUROD2	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROD4	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROD6	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROG1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROG2	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	1	0	0	0	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NEUROG3	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NFAT5	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFATC1	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFATC2	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFATC3	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFATC4	after_R2	lchalumnae	Sarcopterygii	4	False	False	True	0	0	0	0	0	0	0	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFE2	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	1	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
NFE2L1	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
NFE2L2	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
NFE2L3	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
NFIA	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
NFIB	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
NFIC	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
NFIL3	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bZIP	
NFIX	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
NFKB1	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFKB2	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	0	0	0	0	0	1	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
NFX1	before_R1	scerevisiae	Fungi	12	True	True	True	1	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	NFX	
NFXL1	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	NFX	
NHLH1	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	bHLH	
NHLH2	after_R2	ggallus	Aves	2	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_SSD	SSD	dispersed	bHLH	
NKX1-1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NKX1-2	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	1	0	0	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NKX2-1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0044
NKX2-2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0051
NKX2-3	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
NKX2-4	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0051
NKX2-5	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
NKX2-6	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	1	1	1	0	0	0	0	0	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0054
NKX2-8	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0044
NKX3-1	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	0	0	0	0	0	1	0	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0054
NKX3-2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
NKX6-1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
NKX6-2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NKX6-3	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
NOBOX	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	0	0	1	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NOTO	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	0	1	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	Homeodomain	
NPAS1	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	1	0	0	1	0	0	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NPAS2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NPAS3	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
NPAS4	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	0	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	bHLH	
NR1D1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0057
NR1D2	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	1	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058
NR1H2	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	0	1	0	0	1	0	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR1H3	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR1H4	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR1I2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR1I3	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	0	1	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR2C1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR2C2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR2E1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR2E3	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR2F1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR2F2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	1	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR2F6	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR3C1	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR3C2	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Nuclear receptor	
NR4A1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR4A2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR4A3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR5A1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0059
NR5A2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
NR6A1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0059
NRL	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	1	0	0	0	0	0	1	0	0	1	dispersed_ohnolog	ohnolog	dispersed	bZIP	
OLIG1	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	1	0	0	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0074
OLIG2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	1	1	0	0	1	1	1	1	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0074
OLIG3	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
ONECUT1	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CUT; Homeodomain	
ONECUT2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CUT; Homeodomain	
ONECUT3	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	0	1	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CUT; Homeodomain	
OSR1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
OSR2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
OTP	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
OTX1	after_R2	lchalumnae	Sarcopterygii	5	False	False	True	0	0	0	0	0	0	0	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
OTX2	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
OVOL1	before_R1	dmelanogaster	Protostomia	4	True	True	True	0	0	1	0	0	0	1	1	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
OVOL2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
OVOL3	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PATZ1	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook	
PAX1	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Paired box	
PAX2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; Paired box	
PAX3	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; Paired box	
PAX4	after_R2	ggallus	Aves	2	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; Paired box	
PAX5	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Paired box	
PAX6	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; Paired box	
PAX7	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; Paired box	
PAX8	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Paired box	
PAX9	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Paired box	
PBX1	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	1	1	0	1	0	0	0	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0039
PBX2	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	1	1	0	1	1	0	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PBX3	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PBX4	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	0	0	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PDX1	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0043
PEG3	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PGR	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
PHF20	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	AT hook	
PHF21A	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	AT hook	
PHOX2A	before_R1	celegans	Protostomia	7	True	True	True	0	1	0	1	0	1	0	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PHOX2B	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PIN1	before_R1	scerevisiae	Fungi	9	True	True	True	1	1	1	0	0	1	1	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	MBD	
PITX1	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PITX2	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PITX3	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PKNOX1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PKNOX2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PLAG1	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PLAGL1	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	0	0	1	1	0	0	1	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PLAGL2	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	0	1	0	0	1	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
POU1F1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU2F1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU2F2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU2F3	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU3F1	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU3F2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU3F3	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	0	1	0	0	0	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU3F4	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	0	1	0	0	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU4F1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU4F2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU4F3	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain; POU	
POU5F1	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	0	1	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU5F1B	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	0	1	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU5F2	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	0	1	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU6F1	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
POU6F2	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain; POU	
PPARA	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	1	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
PPARD	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
PPARG	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
PRDM1	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
PRDM10	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
PRDM12	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM13	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM14	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM15	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM16	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
PRDM2	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM4	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
PRDM5	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRDM6	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
